"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"1:35",2,1331,21614,216,201614,172,1,3,2,1,205,NA,41,1,2,1,5,3,2,2,4,3,2,4,4,NA,2,5,2,NA,2,2,2,2,NA,NA,NA,NA,3,NA,NA,4,4,5,6,3,4,7,7,6,5,5,3,5,5,4,5,4,NA,3,4,6,NA,3,3,NA,NA,NA,NA,6,6,6,3,6,3,NA,8,6,7,10,8,8,1,1,2,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,4,1,1,1,1,2,2,3,2,NA,NA,NA,3,3,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,NA,3,1,3,NA,1,2010,NA,NA,NA
"1:36",2,638,20406,204,200406,87,2,5,2,1,203,NA,24,1,2,3,5,3,3,2,3,1,4,4,4,NA,4,5,2,NA,2,2,2,2,NA,NA,NA,NA,4,NA,NA,1,4,2,2,2,3,3,7,2,2,2,2,2,2,2,3,3,NA,3,3,5,NA,4,3,NA,NA,NA,NA,2,6,6,2,3,3,NA,7,2,6,6,5,5,7,2,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,1,1,1,4,NA,2,2,NA,NA,NA,NA,NA,0,2,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:37",2,433,20513,205,200513,61,2,5,2,1,202,NA,34,2,2,1,57,2,2,2,3,4,4,4,4,4,1,5,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,4,1,1,1,7,7,7,7,3,7,1,3,6,7,7,7,7,NA,1,3,3,NA,1,3,NA,NA,NA,NA,1,6,1,1,1,1,NA,10,4,7,9,3,4,1,1,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,3,NA,5,NA,2,2,2,2,NA,NA,NA,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,7,1,6,NA,2,2010,NA,NA,NA
"1:38",2,107,1,201,200101,16,1,1,2,1,201,NA,40,1,2,2,27,2,1,2,2,1,3,4,4,NA,2,4,2,NA,2,2,1,1,1,NA,NA,NA,3,NA,NA,3,3,3,7,2,6,7,7,3,3,2,5,3,6,6,4,5,NA,4,5,6,NA,2,4,NA,NA,NA,NA,2,6,6,6,6,2,NA,9,4,4,4,5,5,1,1,2,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,2,1,5,1,2,2,2,2,2,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,3,1,5,NA,1,2010,NA,NA,NA
"1:39",2,1215,22206,222,202206,158,2,5,2,1,204,NA,21,1,2,2,5,2,1,1,1,2,1,4,4,NA,1,7,1,2,1,1,1,1,1,NA,NA,NA,1,NA,NA,4,3,3,6,5,5,6,7,4,4,3,1,3,2,6,3,2,NA,5,4,4,NA,2,3,NA,NA,NA,NA,7,7,6,1,5,2,NA,10,10,8,7,8,9,1,1,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,0,2,2,2,1,0,1,0,0,1,1,1,1,1,0,1,0,NA,6,1,3,NA,1,2010,NA,NA,NA
"1:40",2,655,21327,213,201327,89,1,3,2,1,203,NA,47,2,2,1,1,3,3,2,4,1,3,4,4,4,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,6,1,4,NA,2,2010,NA,NA,NA
"1:41",2,916,21206,212,201206,123,2,5,2,1,203,NA,NA,2,2,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,4,NA,1,1,1,1,7,1,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,6,1,4,NA,2,2010,NA,NA,NA
"1:42",2,518,21013,210,201013,72,2,5,2,1,202,NA,31,1,2,3,5,3,3,1,3,1,2,2,4,NA,3,5,2,NA,1,1,2,1,10,NA,NA,NA,1,NA,NA,4,1,5,3,3,3,4,6,NA,6,2,5,2,2,3,4,3,NA,3,NA,7,NA,5,4,NA,NA,NA,NA,5,NA,6,1,6,3,NA,8,1,6,6,6,6,6,5,1,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,3,3,5,2,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,5,1,3,NA,1,2010,NA,NA,NA
"1:43",2,837,21415,214,201415,112,2,5,2,1,203,NA,41,1,2,3,1,3,1,2,3,2,2,2,4,NA,3,NA,2,NA,2,1,2,2,NA,NA,NA,NA,3,NA,NA,4,3,4,7,NA,4,6,7,1,4,6,7,5,4,6,6,5,NA,1,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,4,1,4,2,NA,8,5,4,4,4,4,NA,1,1,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,1,1,2,4,2,2,3,3,NA,NA,NA,4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,2,4,NA,1,2010,NA,NA,NA
"1:44",2,462,20506,205,200506,64,1,3,2,1,202,NA,19,2,2,1,1,3,2,1,3,4,2,2,4,4,2,6,2,NA,1,1,2,2,NA,NA,NA,NA,2,NA,NA,2,1,4,4,3,2,1,7,3,6,1,4,1,1,3,2,4,NA,3,3,4,NA,4,4,NA,NA,NA,NA,1,7,4,6,4,4,NA,8,10,7,9,5,5,7,5,1,0,0,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,5,1,3,3,NA,2,1,3,3,NA,NA,NA,0,2,5,2,1,1,1,0,1,1,0,1,1,1,1,1,0,NA,4,1,6,NA,2,2010,NA,NA,NA
"1:45",2,551,21008,210,201008,76,1,3,2,1,202,NA,36,1,2,1,1,3,1,2,3,1,4,4,4,NA,1,NA,2,NA,2,2,1,1,3,NA,NA,NA,4,NA,NA,4,1,3,6,4,7,6,7,4,7,3,1,1,4,7,7,4,NA,7,4,NA,NA,5,4,NA,NA,NA,NA,1,4,7,6,4,3,NA,1,1,1,1,1,1,1,1,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,1,1,5,1,4,2,2,1,1,NA,NA,NA,0,3,4,1,1,1,1,2,1,1,1,1,1,1,1,1,0,NA,7,1,6,NA,1,2010,NA,NA,NA
"1:46",2,839,21415,214,201415,112,2,5,2,1,203,NA,28,2,2,3,1,3,1,2,4,1,2,2,4,2,3,NA,2,NA,NA,NA,2,2,NA,NA,NA,NA,3,NA,NA,2,4,1,NA,1,1,7,6,5,3,6,4,3,5,4,6,4,NA,6,NA,NA,NA,3,3,NA,NA,NA,NA,7,7,NA,3,3,NA,NA,1,1,10,10,3,3,1,1,2,0,0,NA,NA,0,NA,0,0,1,NA,NA,NA,NA,1,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,5,1,4,1,1,3,3,NA,NA,NA,3,2,5,4,0,0,1,0,0,1,0,1,0,0,0,1,0,NA,6,1,4,NA,2,2010,NA,NA,NA
"1:47",2,854,20314,203,200314,114,1,3,2,1,203,NA,31,1,2,3,15,3,3,2,4,4,2,1,4,NA,3,2,2,NA,1,1,NA,1,1,NA,NA,NA,3,NA,NA,1,4,1,4,3,3,6,6,4,2,5,1,3,4,2,7,6,NA,1,2,NA,NA,4,3,NA,NA,NA,NA,3,6,6,1,1,2,NA,6,8,8,8,7,6,2,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,1,2,NA,2,2,3,3,NA,NA,NA,2,3,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:48",2,431,20513,205,200513,61,2,5,2,1,202,NA,19,2,2,1,57,2,2,2,3,4,4,4,4,2,1,4,2,NA,1,1,1,2,NA,NA,NA,NA,1,NA,NA,4,1,5,3,3,3,3,7,6,7,7,7,2,4,4,4,7,NA,7,6,3,NA,3,2,NA,NA,NA,NA,4,4,4,3,4,2,NA,8,9,8,8,7,7,4,2,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,1,5,5,NA,1,2,2,2,NA,NA,NA,0,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,5,1,3,NA,2,2010,NA,NA,NA
"1:49",2,758,20901,209,200901,102,1,2,2,1,203,NA,32,2,2,2,13,2,2,2,3,4,2,2,4,4,2,5,2,NA,2,2,2,1,1,NA,NA,NA,4,NA,NA,3,2,3,5,2,3,4,7,4,1,2,2,3,2,4,5,3,NA,2,2,2,NA,3,3,NA,NA,NA,NA,5,7,7,3,5,3,NA,8,5,6,5,3,3,5,4,2,1,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,2,1,1,1,2,2,1,2,1,NA,NA,NA,2,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,4,1,3,NA,2,2010,NA,NA,NA
"1:50",2,779,21406,214,201406,105,2,5,2,1,203,NA,25,1,2,1,13,3,1,2,3,2,4,4,4,NA,1,3,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,4,4,2,1,1,2,7,7,1,1,2,2,1,1,4,1,5,NA,1,2,1,NA,5,4,NA,NA,NA,NA,7,7,6,7,7,4,NA,8,6,4,8,1,9,1,1,2,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,1,1,1,1,2,1,2,2,NA,NA,NA,0,2,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:51",2,1239,20601,206,200601,160,1,2,2,1,204,NA,42,1,2,1,5,3,2,2,3,2,2,1,2,NA,2,5,2,NA,1,1,2,2,NA,NA,NA,NA,2,NA,NA,4,4,1,2,1,1,5,7,4,6,1,1,1,1,2,7,6,NA,2,5,7,NA,5,4,NA,NA,NA,NA,3,7,4,1,7,4,NA,6,1,7,7,6,5,8,1,2,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,2,1,5,1,4,2,2,1,1,NA,NA,NA,2,2,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NA,8,2,7,NA,1,2010,NA,NA,NA
"1:52",2,147,22,201,200101,22,1,1,2,1,201,NA,39,1,2,2,3,3,3,2,3,1,2,4,4,NA,3,4,2,NA,2,1,2,2,NA,NA,NA,NA,3,NA,NA,3,3,2,5,2,5,5,6,6,4,2,1,1,2,4,4,3,NA,2,4,5,NA,4,5,NA,NA,NA,NA,7,7,4,3,5,3,NA,10,8,10,10,5,7,1,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,5,1,2,1,1,2,3,NA,NA,NA,2,2,3,2,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,5,1,4,NA,1,2010,NA,NA,NA
"1:53",2,1234,20601,206,200601,159,2,5,2,1,204,NA,53,2,2,1,1,2,2,2,2,1,4,4,4,4,3,4,2,NA,1,1,2,1,1,NA,NA,NA,3,NA,NA,2,3,5,7,6,6,6,7,7,6,6,2,5,6,7,6,6,NA,6,6,6,NA,2,2,NA,NA,NA,NA,4,4,4,7,5,3,NA,9,4,4,4,5,4,3,3,2,1,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,1,5,1,2,2,2,2,2,NA,NA,NA,2,2,5,1,1,0,1,0,0,0,0,1,1,0,0,1,0,NA,6,1,6,NA,2,2010,NA,NA,NA
"1:54",2,1129,22001,220,202001,148,2,5,2,1,205,NA,33,2,2,2,4,2,NA,2,3,1,2,2,4,2,3,NA,2,NA,1,NA,2,2,NA,NA,NA,NA,1,NA,NA,4,2,6,3,5,5,5,7,NA,NA,NA,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,6,7,NA,1,1,NA,NA,3,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,1,1,5,NA,2,2,3,2,NA,NA,NA,4,NA,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,1,5,NA,2,2010,NA,NA,NA
"1:55",2,163,20106,201,200106,23,1,1,2,1,201,NA,35,2,2,1,10,2,2,2,4,3,2,3,4,4,2,8,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,4,3,2,4,1,3,3,6,4,3,1,1,1,3,2,3,5,NA,1,3,5,NA,3,4,NA,NA,NA,NA,5,7,4,1,5,3,NA,10,10,8,10,7,10,1,1,1,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,1,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,2,1,1,1,2,2,2,3,2,NA,NA,NA,2,2,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,NA,4,1,4,NA,2,2010,NA,NA,NA
"1:56",2,1079,20801,208,200801,143,1,2,2,1,203,NA,40,2,2,1,57,3,2,2,3,1,4,4,4,3,3,6,2,NA,2,2,2,1,1,NA,NA,NA,1,NA,NA,4,2,3,3,3,4,4,7,5,2,3,1,NA,NA,2,6,5,NA,4,4,1,NA,5,4,NA,NA,NA,NA,7,7,NA,NA,NA,2,NA,10,NA,6,6,5,4,3,3,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,1,2,5,1,2,2,2,2,2,NA,NA,NA,0,2,3,1,1,0,1,0,0,0,0,1,1,0,0,1,0,NA,6,2,4,NA,2,2010,NA,NA,NA
"1:57",2,689,21311,213,201311,94,2,5,2,1,203,NA,26,1,2,2,3,2,3,2,NA,4,2,2,4,NA,2,10,2,NA,2,1,NA,2,NA,NA,NA,NA,3,NA,NA,4,4,3,5,2,1,5,7,7,5,3,1,4,5,6,5,7,NA,4,3,6,NA,3,NA,NA,NA,NA,NA,1,3,3,1,2,3,NA,2,4,7,10,3,NA,1,1,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,5,2,4,2,2,3,2,NA,NA,NA,0,NA,5,2,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,5,2,4,NA,1,2010,NA,NA,NA
"1:58",2,1414,20207,202,200207,181,2,5,2,1,205,NA,33,1,2,2,19,3,3,2,3,1,3,2,3,NA,1,7,2,NA,2,2,2,2,NA,NA,NA,NA,1,NA,NA,4,3,2,5,5,5,4,4,5,4,3,1,4,3,4,3,4,NA,4,4,5,NA,3,4,NA,NA,NA,NA,7,7,5,2,5,2,NA,10,10,10,10,10,10,1,1,1,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,2,1,1,4,2,1,4,3,NA,NA,NA,2,2,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,5,1,4,NA,1,2010,NA,NA,NA
"1:59",2,1291,21607,216,201607,167,1,3,2,1,205,NA,41,1,2,1,4,3,2,2,4,3,2,2,4,NA,2,5,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,2,3,2,6,3,2,5,7,5,1,2,1,2,2,2,6,4,NA,2,5,6,NA,3,4,NA,NA,NA,NA,6,6,5,2,5,3,NA,7,2,9,8,8,7,1,1,2,1,1,NA,0,0,1,NA,0,0,NA,NA,NA,NA,1,NA,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,3,2,5,1,4,2,2,2,2,NA,NA,NA,3,3,5,1,1,0,1,0,0,0,0,1,1,1,0,1,0,NA,6,1,3,NA,1,2010,NA,NA,NA
"1:60",2,143,2,201,200101,21,1,1,2,1,201,NA,42,2,2,2,5,2,2,1,1,2,3,1,3,2,4,7,1,2,2,2,2,2,NA,NA,NA,NA,4,NA,NA,1,3,2,1,1,1,1,7,1,1,1,1,1,1,5,1,3,NA,3,1,4,NA,2,3,NA,NA,NA,NA,1,7,7,5,7,2,NA,10,1,1,10,1,10,1,1,1,1,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,1,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,1,1,1,4,1,2,3,2,NA,NA,NA,5,2,5,2,1,1,1,0,0,1,0,1,0,0,0,1,0,NA,5,1,3,NA,2,2010,NA,NA,NA
"1:61",2,336,20115,201,200115,49,1,2,2,1,201,NA,65,2,2,3,5,3,3,2,4,4,4,4,4,4,3,5,2,NA,1,1,2,2,NA,NA,NA,NA,2,NA,NA,3,4,2,3,2,2,2,7,3,2,1,1,1,1,1,3,3,NA,1,3,5,NA,4,4,NA,NA,NA,NA,7,7,5,1,5,3,NA,10,10,10,10,7,10,5,1,1,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,3,5,1,4,1,1,3,3,NA,NA,NA,2,2,4,2,0,0,1,0,0,0,0,1,1,0,0,1,0,NA,6,1,4,NA,2,2010,NA,NA,NA
"1:62",2,1529,21908,219,201908,193,2,5,2,1,205,NA,19,2,2,2,1,2,2,2,3,1,4,4,4,4,4,NA,2,NA,1,2,NA,2,NA,NA,NA,NA,2,NA,NA,3,2,3,5,5,5,4,7,4,3,4,4,4,3,4,5,5,NA,4,3,NA,NA,3,3,NA,NA,NA,NA,NA,5,4,1,4,3,NA,4,4,4,5,4,4,1,1,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,5,4,NA,2,1,2,2,NA,NA,NA,0,2,5,2,1,0,1,0,0,1,0,1,1,0,0,1,0,NA,5,1,4,NA,2,2010,NA,NA,NA
"1:63",2,263,20103,201,200103,38,1,2,2,1,201,NA,39,2,2,2,5,2,3,2,2,4,2,4,4,4,4,2,1,2,1,1,2,2,NA,NA,NA,NA,2,NA,NA,3,3,2,2,1,1,1,3,2,4,2,1,2,2,3,3,2,NA,2,4,3,NA,3,3,NA,NA,NA,NA,4,4,6,1,3,3,NA,6,6,3,3,3,3,1,1,1,1,0,NA,NA,0,NA,0,0,1,NA,NA,NA,NA,1,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,2,2,1,1,1,2,2,3,2,NA,NA,NA,4,2,3,1,1,0,1,1,1,0,0,1,1,0,0,1,0,NA,5,1,3,NA,2,2010,NA,NA,NA
"1:64",2,277,20110,201,200110,41,1,2,2,1,201,NA,23,1,2,2,5,3,1,2,4,4,4,4,4,NA,2,4,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,2,4,3,3,2,3,2,6,3,4,1,1,1,3,1,2,4,NA,1,1,6,NA,3,4,NA,NA,NA,NA,2,6,4,2,3,3,NA,7,1,9,5,6,3,7,5,2,1,0,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,1,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,4,1,2,1,2,2,1,1,1,NA,NA,NA,1,2,2,1,1,0,1,1,0,1,1,1,1,1,0,1,1,NA,5,1,5,NA,1,2010,NA,NA,NA
"1:65",2,359,20501,205,200501,53,2,5,2,1,202,NA,34,2,2,3,57,2,1,1,4,4,2,1,4,4,3,NA,2,NA,1,1,2,1,3,NA,NA,NA,3,NA,NA,4,4,5,2,2,3,4,7,6,7,2,1,2,6,3,3,6,NA,6,4,NA,NA,3,4,NA,NA,NA,NA,2,6,6,5,5,3,NA,10,9,8,6,3,3,9,7,1,0,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,1,NA,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,2,1,1,4,2,2,4,2,NA,NA,NA,4,7,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,NA,4,1,7,NA,2,2010,NA,NA,NA
"1:66",2,863,20301,203,200301,115,2,5,2,1,203,NA,25,1,2,2,5,3,3,2,4,1,4,4,3,NA,2,8,2,NA,1,1,2,1,1,NA,NA,NA,2,NA,NA,3,3,2,3,5,3,5,7,4,6,3,3,2,1,2,7,4,NA,5,6,7,NA,4,3,NA,NA,NA,NA,2,7,1,1,6,2,NA,9,7,9,7,8,7,7,2,2,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,2,1,1,4,NA,2,2,3,3,NA,NA,NA,0,2,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,NA,4,1,3,NA,1,2010,NA,NA,NA
"1:67",2,943,21225,212,201225,126,2,5,2,1,203,NA,23,1,2,1,1,2,2,1,3,4,4,2,4,NA,1,5,2,NA,1,1,2,1,5,NA,NA,NA,2,NA,NA,4,4,2,4,1,2,5,5,2,5,2,1,1,1,2,4,6,NA,1,2,1,NA,3,3,NA,NA,NA,NA,1,7,4,1,5,2,NA,6,6,5,5,5,5,5,6,1,1,0,NA,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,4,2,11,1,2,1,1,2,3,NA,NA,NA,1,2,4,2,1,0,1,1,1,1,0,1,1,0,0,1,0,NA,5,1,4,NA,1,2010,NA,NA,NA
"1:68",2,1534,21901,219,201901,194,1,2,2,1,205,NA,18,1,2,1,5,1,1,1,3,1,4,4,4,NA,1,NA,1,2,1,1,2,2,NA,NA,NA,NA,1,NA,NA,4,3,5,6,5,7,7,7,6,7,7,6,6,5,7,6,7,NA,6,7,6,NA,3,3,NA,NA,NA,NA,2,7,2,2,3,2,NA,10,7,5,5,5,5,3,1,2,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,1,1,1,2,2,2,2,3,NA,NA,NA,0,3,4,1,0,0,1,0,0,0,0,1,1,0,0,1,0,NA,5,1,4,NA,1,2010,NA,NA,NA
"1:69",2,620,20403,204,200403,85,2,5,2,1,203,NA,38,1,2,2,27,2,2,2,3,4,3,4,4,NA,2,NA,2,NA,2,2,2,2,NA,NA,NA,NA,2,NA,NA,4,4,3,5,2,7,7,7,5,5,5,2,3,3,5,1,4,NA,2,2,3,NA,4,4,NA,NA,NA,NA,1,4,7,2,4,2,NA,3,3,8,5,7,5,7,5,2,0,0,NA,NA,0,NA,0,0,1,NA,NA,NA,NA,1,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,5,4,1,2,4,2,2,2,3,NA,NA,NA,2,2,1,2,1,0,1,1,1,0,0,1,1,1,0,1,1,NA,6,1,6,NA,1,2010,NA,NA,NA
